L1	Chk áchiiyu ‘a tree (Ixora carolensis)’; Mrt ashiiyow; Stw yaRiiyow; Wol gashiou ‘a kind of tree (Ixora casei)’; Pon kɛtiew ‘sp. of tree (Ixora casei)’; Png kalesu; Mrs kajdéw ‘a tree (Ixora carolinensis)’; Ksr kalsrʌ ‘a kind of plant’ (Bender et al. 1984 ‘a shrub with red flowers’)	These appear to be loans, possibly from Pal kerdeu ‘Ixora plant’.
L2	Chk amóneset ‘a tree (Messerschmidia argentea)’ (also Chk néét); Pul yamolehát ‘tree heliotrope (Messerschmidia argentea)’; Crl amaleeset and Crn amaneeset ‘sp. of tall tree found on sandy beaches’.	This appears to be a loan within the Chuukic languages. Cf. Pal rirs ‘tree heliotrope’. See also PMc *ceni, ceceni ‘strand tree’.
L3	Chk anné ‘a tree (Cordia subcordata)’; Pul yaané, yaalúw, yaalúwá-(n) ‘a tree (Cordia subcordata), t. of’; Crl alúw and Crn anné ‘a tree (Cordia subcordata)’; Wol galúwe ‘a tree (Cordia subcordata)’.	These forms seem to be loans. See also PCMc *kana, kai ‘habit, tendency’.
L4	Chk ápuuch ‘a tree (Crataeva sp.)’; Mrt afuush; Pul yáfuuR; Crl afuush; Crn afuuR; Stw afuuR; Wol yafuushu, yefuushu.	These appear to be loans from Yap qabiich, qabyuch ‘a type of tree with edible fruit’.
L5	Chk aroma, óroma ‘Abutilon shrub’; Mrt aroma ‘Pipturus argentus’; Pul yóroma ‘a tree’; Stw yaroma ‘Pipturus argentus’; Wol yaromaa ‘Pipturus tree’; PCk *yaromaa; Mok ɔrmo ‘tree sp.’; Png oroma ‘Pipturus argentus’; Mrs harmwey ‘Pipturus argenteus tree’.	Possibly a loan from Chamorro aroma ‘a spiny shrub’.
L6	Chk attu, áttu, kattu, káttu ‘cat, housecat’; Pul kattu; Crl ghattu; Crn gattu; Stw kattu; Wol ghaatuu.	These are loans from Chm katuu, which is in turn a loan from Spanish. Kir (te)-katama is a loan from another, but not clear, source.
L7	Chk á-áni-pé ‘fan’ (lit. ‘make wind blowing’), á-áni-péé-(w) ‘f. him, beckon to her’; Pul yá-áni-pé ‘to fan’; Crl áli-pé, alú-pé, alé-pé ‘a f.’, áli-pee-(w) (sic) ‘to f. s.o.’; Crn há-ánúpé ‘a hand f.’; Wol ga-ali-péé ‘f., to wave’, ga-ali-péé-(we) ‘f. him’.	Cf. PuA úlú-paú ‘f.’ Crn h instead of expected g and Pul and Crn n and Crl and Wol l instead of expected ŋ suggest the Pul, Crl, Crn, and Wol forms are loans originally from Chk.
L8	Chk ásááp, ásáppi-(n) ‘shuttle (of loom), s. of’; Wol gesaape; PuA kadape (sic).	This appears to be a loanword, since we have PuA d instead of expected t.
L9	Chk eep, #eppi-(n) ‘yam, y. of’; Pul yeep, yepi-n; Wol seepe, sepa-(li).	Presumably a loan from Yap theap. Cf. PMP *qubi (Blust 1984–85). See also PPC ? *kaapi ‘yam’.
L10	Chk eyi-reŋes ‘a tree (Pittosporum sp.)’; Pul yayi-reŋes, -reŋese-(n) ‘Pittosporum tree, t. of’.	The Pul form appears to be a loan from Chk. Cf. PCk *yalle-pwuta ‘a tree (Pittosporum)’.
